transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,profit,month,day_of_week,hour,age_group
1133,2022-05-03,06:42:00,58,Male,20.0,Electronics,3.0,300.0,159.0,900.0,423.0,5.0,Tuesday,6,18-25
16,,10:33:00,82,Male,19.0,Clothing,3.0,500.0,180.0,1500.0,960.0,,,10,18-25
42,2022-08-12,08:29:00,63,Male,22.0,Clothing,3.0,300.0,147.0,900.0,459.0,8.0,Friday,8,18-25
292,2022-10-10,06:33:00,111,Male,20.0,Beauty,4.0,300.0,141.0,1200.0,636.0,10.0,Monday,6,18-25
416,,09:29:00,55,Male,53.0,Electronics,4.0,500.0,245.0,2000.0,1020.0,,,9,51-65
584,,10:21:00,106,Female,27.0,Beauty,4.0,50.0,16.5,200.0,134.0,,,10,26-35
861,,08:57:00,22,Female,41.0,Clothing,3.0,30.0,9.6,90.0,61.2,,,8,36-50
1016,2022-12-12,07:39:00,52,Male,19.0,Clothing,3.0,500.0,200.0,1500.0,900.0,12.0,Monday,7,18-25
1042,2022-11-02,06:21:00,7,Male,22.0,Clothing,3.0,300.0,150.0,900.0,450.0,11.0,Wednesday,6,18-25
1292,,08:20:00,88,Male,20.0,Beauty,4.0,300.0,90.0,1200.0,840.0,,,8,18-25
1416,,10:47:00,111,Male,53.0,Electronics,4.0,500.0,125.0,2000.0,1500.0,,,10,51-65
1584,2022-03-09,11:07:00,62,Female,27.0,Beauty,4.0,50.0,16.5,200.0,134.0,3.0,Wednesday,11,26-35
1861,2022-04-07,10:41:00,145,Female,41.0,Clothing,3.0,30.0,10.2,90.0,59.400000000000006,4.0,Thursday,10,36-50
256,2022-09-01,08:05:00,3,Male,23.0,Clothing,2.0,500.0,270.0,1000.0,460.0,9.0,Thursday,8,18-25
1256,2022-05-11,09:58:00,29,Male,23.0,Clothing,2.0,500.0,190.0,1000.0,620.0,5.0,Wednesday,9,18-25
44,2022-03-03,11:07:00,93,Female,22.0,Clothing,1.0,25.0,11.75,25.0,13.25,3.0,Thursday,11,18-25
257,2022-10-12,08:49:00,130,Male,19.0,Beauty,4.0,500.0,165.0,2000.0,1340.0,10.0,Wednesday,8,18-25
1044,,09:08:00,70,Female,22.0,Clothing,1.0,25.0,7.5,25.0,17.5,,,9,18-25
1257,2022-10-05,11:55:00,29,Male,19.0,Beauty,4.0,500.0,255.0,2000.0,980.0,10.0,Wednesday,11,18-25
268,,08:26:00,93,Female,28.0,Electronics,1.0,30.0,8.7,30.0,21.3,,,8,26-35
287,,11:07:00,88,Male,54.0,Clothing,4.0,25.0,10.0,100.0,60.0,,,11,51-65
966,2022-07-11,07:22:00,119,Male,60.0,Electronics,2.0,500.0,190.0,1000.0,620.0,7.0,Monday,7,51-65
1268,2022-09-06,09:33:00,15,Female,28.0,Electronics,1.0,30.0,14.1,30.0,15.9,9.0,Tuesday,9,26-35
1287,,08:03:00,120,Male,54.0,Clothing,4.0,25.0,7.0,100.0,72.0,,,8,51-65
1966,,09:52:00,74,Male,60.0,Electronics,2.0,500.0,200.0,1000.0,600.0,,,9,51-65
70,,10:48:00,147,Female,43.0,Clothing,1.0,300.0,84.0,300.0,216.0,,,10,36-50
371,,10:01:00,32,Female,20.0,Beauty,1.0,25.0,13.0,25.0,12.0,,,10,18-25
900,2022-10-11,08:41:00,130,Male,21.0,Clothing,2.0,30.0,15.6,60.0,28.8,10.0,Tuesday,8,18-25
1070,,11:12:00,102,Female,43.0,Clothing,1.0,300.0,120.0,300.0,180.0,,,11,36-50
1371,2022-06-05,06:52:00,41,Female,20.0,Beauty,1.0,25.0,13.5,25.0,11.5,6.0,Sunday,6,18-25
1900,,06:43:00,65,Male,21.0,Clothing,2.0,30.0,10.8,60.0,38.4,,,6,18-25
8,,11:19:00,148,Male,30.0,Electronics,4.0,25.0,11.0,100.0,56.0,,,11,26-35
41,2022-11-10,10:36:00,88,Male,34.0,Clothing,2.0,25.0,13.25,50.0,23.5,11.0,Thursday,10,26-35
454,2022-12-03,07:20:00,13,Female,46.0,Beauty,1.0,25.0,13.0,25.0,12.0,12.0,Saturday,7,36-50
780,2022-06-07,11:30:00,107,Male,52.0,Electronics,2.0,25.0,13.25,50.0,23.5,6.0,Tuesday,11,51-65
920,,10:25:00,99,Female,28.0,Beauty,3.0,25.0,6.75,75.0,54.75,,,10,26-35
1008,2022-10-01,08:51:00,116,Male,30.0,Electronics,4.0,25.0,13.0,100.0,48.0,10.0,Saturday,8,26-35
1041,2022-10-05,07:27:00,74,Male,34.0,Clothing,2.0,25.0,11.0,50.0,28.0,10.0,Wednesday,7,26-35
1454,,11:18:00,22,Female,46.0,Beauty,1.0,25.0,6.75,25.0,18.25,,,11,36-50
1780,2022-11-12,10:00:00,32,Male,52.0,Electronics,2.0,25.0,10.5,50.0,29.0,11.0,Saturday,10,51-65
1920,,08:33:00,23,Female,28.0,Beauty,3.0,25.0,9.25,75.0,47.25,,,8,26-35
396,,07:11:00,29,Female,55.0,Beauty,1.0,30.0,10.8,30.0,19.2,,,7,51-65
1396,2022-07-06,06:23:00,9,Female,55.0,Beauty,1.0,30.0,8.4,30.0,21.6,7.0,Wednesday,6,51-65
168,,09:20:00,138,Male,53.0,Clothing,1.0,300.0,102.0,300.0,198.0,,,9,51-65
400,2022-08-03,09:52:00,2,Male,53.0,Clothing,4.0,50.0,24.0,200.0,104.0,8.0,Wednesday,9,51-65
611,,08:13:00,11,Male,51.0,Beauty,3.0,500.0,180.0,1500.0,960.0,,,8,51-65
800,,07:33:00,111,Male,32.0,Clothing,4.0,300.0,87.0,1200.0,852.0,,,7,26-35
1168,2022-10-07,07:56:00,68,Male,53.0,Clothing,1.0,300.0,150.0,300.0,150.0,10.0,Friday,7,51-65
1400,2022-12-09,11:54:00,115,Male,53.0,Clothing,4.0,50.0,20.0,200.0,120.0,12.0,Friday,11,51-65
1611,,07:30:00,125,Male,51.0,Beauty,3.0,500.0,180.0,1500.0,960.0,,,7,51-65
1800,,10:53:00,1,Male,32.0,Clothing,4.0,300.0,111.0,1200.0,756.0,,,10,26-35
272,2022-10-06,11:57:00,112,Female,61.0,Electronics,2.0,50.0,27.5,100.0,45.0,10.0,Thursday,11,51-65
473,,10:09:00,1,Male,64.0,Beauty,1.0,50.0,14.5,50.0,35.5,,,10,51-65
506,,07:13:00,9,Male,34.0,Beauty,3.0,500.0,200.0,1500.0,900.0,,,7,26-35
766,2022-04-01,08:02:00,128,Male,38.0,Electronics,3.0,300.0,165.0,900.0,405.0,4.0,Friday,8,36-50
1272,,11:59:00,66,Female,61.0,Electronics,2.0,50.0,17.0,100.0,66.0,,,11,51-65
1473,,09:06:00,30,Male,64.0,Beauty,1.0,50.0,13.0,50.0,37.0,,,9,51-65
1506,2022-09-01,07:31:00,52,Male,34.0,Beauty,3.0,500.0,245.0,1500.0,765.0,9.0,Thursday,7,26-35
1766,,06:08:00,6,Male,38.0,Electronics,3.0,300.0,129.0,900.0,513.0,,,6,36-50
135,,07:22:00,104,Male,20.0,Clothing,2.0,25.0,13.0,50.0,24.0,,,7,18-25
1135,,08:16:00,124,Male,20.0,Clothing,2.0,25.0,12.5,50.0,25.0,,,8,18-25
2,,10:07:00,104,Female,26.0,Clothing,2.0,500.0,135.0,1000.0,730.0,,,10,26-35
158,,11:38:00,141,Female,44.0,Electronics,2.0,300.0,132.0,600.0,336.0,,,11,36-50
185,,09:48:00,57,Male,24.0,Clothing,1.0,25.0,7.0,25.0,18.0,,,9,18-25
433,,08:48:00,144,Male,29.0,Beauty,4.0,50.0,20.0,200.0,120.0,,,8,26-35
1002,2022-02-03,09:24:00,69,Female,26.0,Clothing,2.0,500.0,270.0,1000.0,460.0,2.0,Thursday,9,26-35
1158,,09:29:00,77,Female,44.0,Electronics,2.0,300.0,138.0,600.0,324.0,,,9,36-50
1185,2022-04-10,10:28:00,153,Male,24.0,Clothing,1.0,25.0,10.25,25.0,14.75,4.0,Sunday,10,18-25
1433,,11:41:00,113,Male,29.0,Beauty,4.0,50.0,15.5,200.0,138.0,,,11,26-35
152,,11:58:00,120,Male,43.0,Electronics,4.0,500.0,210.0,2000.0,1160.0,,,11,36-50
753,2022-06-07,10:07:00,70,Female,32.0,Clothing,1.0,30.0,15.9,30.0,14.1,6.0,Tuesday,10,26-35
763,,09:43:00,58,Male,34.0,Clothing,2.0,25.0,11.5,50.0,27.0,,,9,26-35
932,2022-08-10,08:33:00,120,Female,45.0,Beauty,4.0,25.0,7.75,100.0,69.0,8.0,Wednesday,8,36-50
1152,,07:48:00,87,Male,43.0,Electronics,4.0,500.0,170.0,2000.0,1320.0,,,7,36-50
1753,,07:40:00,28,Female,32.0,Clothing,1.0,30.0,10.5,30.0,19.5,,,7,26-35
1763,,11:37:00,93,Male,34.0,Clothing,2.0,25.0,13.5,50.0,23.0,,,11,26-35
1932,2022-08-11,07:07:00,96,Female,45.0,Beauty,4.0,25.0,6.25,100.0,75.0,8.0,Thursday,7,36-50
399,2022-07-12,09:25:00,136,Female,64.0,Beauty,2.0,30.0,12.9,60.0,34.2,7.0,Tuesday,9,51-65
500,,06:11:00,120,Female,60.0,Beauty,4.0,25.0,11.5,100.0,54.0,,,6,51-65
514,2022-04-11,08:35:00,139,Female,18.0,Electronics,1.0,300.0,96.0,300.0,204.0,4.0,Monday,8,18-25
1399,,09:32:00,15,Female,64.0,Beauty,2.0,30.0,16.2,60.0,27.6,,,9,51-65
1500,,08:36:00,53,Female,60.0,Beauty,4.0,25.0,8.5,100.0,66.0,,,8,51-65
1514,2022-12-07,10:55:00,59,Female,18.0,Electronics,1.0,300.0,75.0,300.0,225.0,12.0,Wednesday,10,18-25
947,,07:09:00,4,Male,50.0,Beauty,1.0,300.0,129.0,300.0,171.0,,,7,36-50
1947,2022-05-03,06:27:00,134,Male,50.0,Beauty,1.0,300.0,75.0,300.0,225.0,5.0,Tuesday,6,36-50
220,2022-07-05,06:44:00,138,Male,64.0,Beauty,1.0,500.0,140.0,500.0,360.0,7.0,Tuesday,6,51-65
339,,10:27:00,33,Female,22.0,Electronics,2.0,25.0,10.25,50.0,29.5,,,10,18-25
785,,06:09:00,88,Female,31.0,Beauty,4.0,50.0,13.0,200.0,148.0,,,6,26-35
885,,10:10:00,121,Female,52.0,Clothing,4.0,30.0,14.4,120.0,62.4,,,10,51-65
888,2022-01-12,06:03:00,63,Female,52.0,Electronics,4.0,25.0,12.75,100.0,49.0,1.0,Wednesday,6,51-65
1220,,11:16:00,47,Male,64.0,Beauty,1.0,500.0,240.0,500.0,260.0,,,11,51-65
1339,2022-10-11,10:34:00,132,Female,22.0,Electronics,2.0,25.0,7.5,50.0,35.0,10.0,Tuesday,10,18-25
1785,,11:17:00,144,Female,31.0,Beauty,4.0,50.0,17.0,200.0,132.0,,,11,26-35
1885,2022-09-11,07:32:00,148,Female,52.0,Clothing,4.0,30.0,10.8,120.0,76.8,9.0,Sunday,7,51-65
1888,,08:10:00,49,Female,52.0,Electronics,4.0,25.0,12.5,100.0,50.0,,,8,51-65
621,,09:55:00,138,Female,40.0,Beauty,2.0,500.0,275.0,1000.0,450.0,,,9,36-50
1621,,10:49:00,2,Female,40.0,Beauty,2.0,500.0,160.0,1000.0,680.0,,,10,36-50
52,,09:42:00,55,Female,36.0,Beauty,1.0,300.0,111.0,300.0,189.0,,,9,36-50
536,,06:25:00,17,Female,55.0,Beauty,4.0,30.0,8.7,120.0,85.2,,,6,51-65
1052,2022-12-02,06:12:00,94,Female,36.0,Beauty,1.0,300.0,120.0,300.0,180.0,12.0,Friday,6,36-50
1536,2022-11-05,07:23:00,14,Female,55.0,Beauty,4.0,30.0,13.5,120.0,66.0,11.0,Saturday,7,51-65
197,2022-03-04,11:57:00,14,Female,42.0,Clothing,4.0,50.0,25.5,200.0,98.0,3.0,Friday,11,36-50
750,,07:33:00,69,Female,35.0,Clothing,3.0,25.0,8.75,75.0,48.75,,,7,26-35
910,,06:29:00,138,Female,20.0,Beauty,3.0,50.0,22.5,150.0,82.5,,,6,18-25
917,,11:50:00,120,Female,57.0,Electronics,4.0,50.0,16.5,200.0,134.0,,,11,51-65
1197,,10:07:00,77,Female,42.0,Clothing,4.0,50.0,19.0,200.0,124.0,,,10,36-50
1750,,10:10:00,138,Female,35.0,Clothing,3.0,25.0,7.25,75.0,53.25,,,10,26-35
1910,2022-09-10,06:22:00,141,Female,20.0,Beauty,3.0,50.0,18.0,150.0,96.0,9.0,Saturday,6,18-25
1917,2022-02-05,07:17:00,52,Female,57.0,Electronics,4.0,50.0,24.0,200.0,104.0,2.0,Saturday,7,51-65
198,,11:42:00,30,Female,54.0,Beauty,3.0,300.0,114.0,900.0,558.0,,,11,51-65
444,2022-06-10,07:06:00,51,Female,61.0,Clothing,3.0,30.0,15.9,90.0,42.3,6.0,Friday,7,51-65
547,,07:36:00,3,Male,63.0,Clothing,4.0,500.0,250.0,2000.0,1000.0,,,7,51-65
705,,07:28:00,37,Male,60.0,Electronics,2.0,25.0,6.25,50.0,37.5,,,7,51-65
1198,2022-07-08,10:43:00,147,Female,54.0,Beauty,3.0,300.0,159.0,900.0,423.0,7.0,Friday,10,51-65
1444,,06:18:00,135,Female,61.0,Clothing,3.0,30.0,14.1,90.0,47.7,,,6,51-65
1547,2022-11-08,06:39:00,142,Male,63.0,Clothing,4.0,500.0,235.0,2000.0,1060.0,11.0,Tuesday,6,51-65
1705,,08:32:00,94,Male,60.0,Electronics,2.0,25.0,8.75,50.0,32.5,,,8,51-65
423,,06:06:00,41,Female,27.0,Clothing,1.0,25.0,11.75,25.0,13.25,,,6,26-35
1423,,07:56:00,131,Female,27.0,Clothing,1.0,25.0,11.0,25.0,14.0,,,7,26-35
248,2022-02-07,07:11:00,5,Male,26.0,Clothing,3.0,300.0,126.0,900.0,522.0,2.0,Monday,7,26-35
360,2022-09-09,09:04:00,26,Male,42.0,Clothing,4.0,25.0,10.5,100.0,58.0,9.0,Friday,9,36-50
377,,08:30:00,141,Female,46.0,Clothing,4.0,50.0,18.0,200.0,128.0,,,8,36-50
1248,2022-08-09,08:20:00,68,Male,26.0,Clothing,3.0,300.0,111.0,900.0,567.0,8.0,Tuesday,8,26-35
1360,,09:31:00,93,Male,42.0,Clothing,4.0,25.0,6.25,100.0,75.0,,,9,36-50
1377,,07:52:00,71,Female,46.0,Clothing,4.0,50.0,14.0,200.0,144.0,,,7,36-50
397,,08:06:00,59,Female,30.0,Beauty,1.0,25.0,10.5,25.0,14.5,,,8,26-35
623,,10:00:00,39,Male,34.0,Clothing,3.0,50.0,26.0,150.0,72.0,,,10,26-35
1397,2023-01-01,11:05:00,6,Female,30.0,Beauty,1.0,25.0,11.75,25.0,13.25,1.0,Sunday,11,26-35
1623,2023-05-03,06:14:00,76,Male,34.0,Clothing,3.0,50.0,22.0,150.0,84.0,5.0,Wednesday,6,26-35
717,,08:15:00,8,Male,57.0,Clothing,1.0,500.0,190.0,500.0,310.0,,,8,51-65
1717,2023-12-01,09:40:00,21,Male,57.0,Clothing,1.0,500.0,175.0,500.0,325.0,12.0,Friday,9,51-65
130,,06:21:00,114,Female,57.0,Clothing,1.0,500.0,125.0,500.0,375.0,,,6,51-65
658,,07:47:00,93,Male,59.0,Clothing,1.0,25.0,6.5,25.0,18.5,,,7,51-65
1130,,09:03:00,28,Female,57.0,Clothing,1.0,500.0,180.0,500.0,320.0,,,9,51-65
1658,2023-10-04,06:08:00,148,Male,59.0,Clothing,1.0,25.0,12.25,25.0,12.75,10.0,Wednesday,6,51-65
7,2023-06-07,06:24:00,38,Male,46.0,Clothing,2.0,25.0,13.25,50.0,23.5,6.0,Wednesday,6,36-50
119,2023-01-09,09:11:00,127,Female,60.0,Clothing,3.0,50.0,27.5,150.0,67.5,1.0,Monday,9,51-65
278,,11:42:00,71,Female,37.0,Clothing,4.0,25.0,13.5,100.0,46.0,,,11,36-50
1007,2023-09-06,10:09:00,15,Male,46.0,Clothing,2.0,25.0,11.5,50.0,27.0,9.0,Wednesday,10,36-50
1119,,09:36:00,1,Female,60.0,Clothing,3.0,50.0,25.5,150.0,73.5,,,9,51-65
1278,,06:19:00,28,Female,37.0,Clothing,4.0,25.0,6.75,100.0,73.0,,,6,36-50
117,2023-04-08,11:38:00,8,Male,19.0,Electronics,2.0,500.0,230.0,1000.0,540.0,4.0,Saturday,11,18-25
1117,2023-11-09,07:48:00,144,Male,19.0,Electronics,2.0,500.0,210.0,1000.0,580.0,11.0,Thursday,7,18-25
442,,11:07:00,24,Female,60.0,Clothing,4.0,25.0,13.25,100.0,47.0,,,11,51-65
590,2023-04-05,11:52:00,151,Male,36.0,Clothing,3.0,300.0,135.0,900.0,495.0,4.0,Wednesday,11,36-50
607,2023-05-05,09:33:00,109,Male,54.0,Clothing,3.0,25.0,13.25,75.0,35.25,5.0,Friday,9,51-65
1442,,11:02:00,96,Female,60.0,Clothing,4.0,25.0,11.25,100.0,55.0,,,11,51-65
1590,2023-10-08,09:39:00,142,Male,36.0,Clothing,3.0,300.0,147.0,900.0,459.0,10.0,Sunday,9,36-50
1607,,10:18:00,53,Male,54.0,Clothing,3.0,25.0,7.75,75.0,51.75,,,10,51-65
436,,11:54:00,21,Female,57.0,Clothing,4.0,30.0,13.5,120.0,66.0,,,11,51-65
942,2023-01-12,09:22:00,35,Male,51.0,Clothing,3.0,500.0,160.0,1500.0,1020.0,1.0,Thursday,9,51-65
1436,,11:29:00,1,Female,57.0,Clothing,4.0,30.0,9.9,120.0,80.4,,,11,51-65
1942,,11:53:00,112,Male,51.0,Clothing,3.0,500.0,265.0,1500.0,705.0,,,11,51-65
659,2023-09-06,06:08:00,75,Female,39.0,Electronics,1.0,30.0,8.1,30.0,21.9,9.0,Wednesday,6,36-50
941,,09:58:00,39,Female,57.0,Clothing,2.0,25.0,6.5,50.0,37.0,,,9,51-65
1659,,09:29:00,22,Female,39.0,Electronics,1.0,30.0,9.0,30.0,21.0,,,9,36-50
1941,2023-06-01,06:14:00,48,Female,57.0,Clothing,2.0,25.0,12.0,50.0,26.0,6.0,Thursday,6,51-65
136,,08:59:00,25,Male,44.0,Electronics,2.0,300.0,141.0,600.0,318.0,,,8,36-50
175,,10:02:00,23,Female,31.0,Electronics,4.0,25.0,12.5,100.0,50.0,,,10,26-35
663,,06:32:00,133,Male,23.0,Clothing,4.0,300.0,87.0,1200.0,852.0,,,6,18-25
748,2023-01-03,09:35:00,132,Male,25.0,Clothing,3.0,50.0,24.0,150.0,78.0,1.0,Tuesday,9,18-25
806,,08:08:00,14,Female,35.0,Beauty,3.0,300.0,165.0,900.0,405.0,,,8,26-35
1136,2023-02-07,08:41:00,93,Male,44.0,Electronics,2.0,300.0,81.0,600.0,438.0,2.0,Tuesday,8,36-50
1175,2023-02-06,06:38:00,103,Female,31.0,Electronics,4.0,25.0,11.5,100.0,54.0,2.0,Monday,6,26-35
1663,2023-07-12,07:04:00,33,Male,23.0,Clothing,4.0,300.0,81.0,1200.0,876.0,7.0,Wednesday,7,18-25
1748,2023-02-03,10:24:00,119,Male,25.0,Clothing,3.0,50.0,15.5,150.0,103.5,2.0,Friday,10,18-25
1806,,10:13:00,61,Female,35.0,Beauty,3.0,300.0,102.0,900.0,594.0,,,10,26-35
38,,11:39:00,147,Male,38.0,Beauty,4.0,50.0,26.0,200.0,96.0,,,11,36-50
313,,10:03:00,11,Female,55.0,Beauty,3.0,500.0,140.0,1500.0,1080.0,,,10,51-65
402,2023-12-07,08:45:00,63,Female,41.0,Clothing,2.0,300.0,135.0,600.0,330.0,12.0,Thursday,8,36-50
459,,07:12:00,122,Male,28.0,Clothing,4.0,300.0,75.0,1200.0,900.0,,,7,26-35
1038,,09:09:00,11,Male,38.0,Beauty,4.0,50.0,20.5,200.0,118.0,,,9,36-50
1313,2023-04-06,09:22:00,10,Female,55.0,Beauty,3.0,500.0,170.0,1500.0,990.0,4.0,Thursday,9,51-65
1402,,06:47:00,110,Female,41.0,Clothing,2.0,300.0,156.0,600.0,288.0,,,6,36-50
1459,2023-10-11,06:46:00,13,Male,28.0,Clothing,4.0,300.0,144.0,1200.0,624.0,10.0,Wednesday,6,26-35
161,2023-01-07,06:58:00,104,Male,64.0,Beauty,2.0,500.0,195.0,1000.0,610.0,1.0,Saturday,6,51-65
328,,06:56:00,9,Male,39.0,Beauty,2.0,50.0,27.0,100.0,46.0,,,6,36-50
383,,08:53:00,64,Female,46.0,Beauty,3.0,30.0,7.8,90.0,66.6,,,8,36-50
973,2023-03-09,08:44:00,51,Male,60.0,Clothing,1.0,50.0,13.0,50.0,37.0,3.0,Thursday,8,51-65
978,,09:58:00,16,Female,53.0,Clothing,3.0,50.0,19.0,150.0,93.0,,,9,51-65
1161,,11:06:00,30,Male,64.0,Beauty,2.0,500.0,160.0,1000.0,680.0,,,11,51-65
1328,2023-10-12,07:49:00,60,Male,39.0,Beauty,2.0,50.0,24.5,100.0,51.0,10.0,Thursday,7,36-50
1383,2023-06-09,09:13:00,68,Female,46.0,Beauty,3.0,30.0,14.1,90.0,47.7,6.0,Friday,9,36-50
1973,,10:10:00,22,Male,60.0,Clothing,1.0,50.0,21.5,50.0,28.5,,,10,51-65
1978,,11:59:00,41,Female,53.0,Clothing,3.0,50.0,15.5,150.0,103.5,,,11,51-65
33,,07:40:00,33,Female,50.0,Electronics,2.0,50.0,21.0,100.0,58.0,,,7,36-50
138,,10:56:00,127,Male,49.0,Clothing,4.0,50.0,26.5,200.0,94.0,,,10,36-50
471,2023-08-03,10:21:00,136,Male,32.0,Clothing,3.0,50.0,13.0,150.0,111.0,8.0,Thursday,10,26-35
636,2023-09-05,06:15:00,60,Female,21.0,Beauty,3.0,500.0,230.0,1500.0,810.0,9.0,Tuesday,6,18-25
1033,2023-12-04,06:52:00,32,Female,50.0,Electronics,2.0,50.0,19.0,100.0,62.0,12.0,Monday,6,36-50
1138,,11:59:00,27,Male,49.0,Clothing,4.0,50.0,14.5,200.0,142.0,,,11,36-50
1471,,10:34:00,30,Male,32.0,Clothing,3.0,50.0,13.0,150.0,111.0,,,10,26-35
1636,,11:26:00,50,Female,21.0,Beauty,3.0,500.0,150.0,1500.0,1050.0,,,11,18-25
177,,08:40:00,30,Male,45.0,Beauty,2.0,50.0,26.5,100.0,47.0,,,8,36-50
426,,08:11:00,137,Male,23.0,Electronics,3.0,50.0,12.5,150.0,112.5,,,8,18-25
1177,,09:19:00,89,Male,45.0,Beauty,2.0,50.0,15.0,100.0,70.0,,,9,36-50
1426,2023-12-12,11:32:00,114,Male,23.0,Electronics,3.0,50.0,25.0,150.0,75.0,12.0,Tuesday,11,18-25
76,2023-09-09,07:33:00,70,Female,22.0,Electronics,2.0,50.0,14.5,100.0,71.0,9.0,Saturday,7,18-25
91,,06:31:00,152,Female,55.0,Electronics,1.0,500.0,235.0,500.0,265.0,,,6,51-65
461,,10:33:00,21,Female,18.0,Beauty,2.0,500.0,265.0,1000.0,470.0,,,10,18-25
764,2023-07-11,08:46:00,47,Female,40.0,Clothing,1.0,25.0,11.25,25.0,13.75,7.0,Tuesday,8,36-50
1076,,11:09:00,99,Female,22.0,Electronics,2.0,50.0,15.0,100.0,70.0,,,11,18-25
1091,,08:46:00,139,Female,55.0,Electronics,1.0,500.0,235.0,500.0,265.0,,,8,51-65
1461,2023-01-05,08:43:00,63,Female,18.0,Beauty,2.0,500.0,180.0,1000.0,640.0,1.0,Thursday,8,18-25
1764,2023-02-11,11:04:00,13,Female,40.0,Clothing,1.0,25.0,11.75,25.0,13.25,2.0,Saturday,11,36-50
202,,06:24:00,61,Female,34.0,Clothing,4.0,300.0,120.0,1200.0,720.0,,,6,26-35
301,,10:58:00,104,Male,30.0,Clothing,4.0,30.0,9.6,120.0,81.6,,,10,26-35
703,,09:56:00,140,Male,34.0,Electronics,2.0,50.0,18.5,100.0,63.0,,,9,26-35
1202,,06:56:00,89,Female,34.0,Clothing,4.0,300.0,144.0,1200.0,624.0,,,6,26-35
1301,,09:58:00,70,Male,30.0,Clothing,4.0,30.0,10.5,120.0,78.0,,,9,26-35
1703,2023-10-06,08:36:00,2,Male,34.0,Electronics,2.0,50.0,17.0,100.0,66.0,10.0,Friday,8,26-35
294,2023-09-10,09:24:00,89,Female,23.0,Clothing,3.0,30.0,15.3,90.0,44.099999999999994,9.0,Sunday,9,18-25
760,,07:59:00,14,Male,27.0,Beauty,1.0,500.0,125.0,500.0,375.0,,,7,26-35
1294,,11:24:00,8,Female,23.0,Clothing,3.0,30.0,10.5,90.0,58.5,,,11,18-25
1760,,07:26:00,44,Male,27.0,Beauty,1.0,500.0,230.0,500.0,270.0,,,7,26-35
575,2023-12-12,10:29:00,14,Male,60.0,Clothing,2.0,50.0,23.0,100.0,54.0,12.0,Tuesday,10,51-65
1575,,11:54:00,26,Male,60.0,Clothing,2.0,50.0,22.5,100.0,55.0,,,11,51-65
88,,08:31:00,122,Male,56.0,Clothing,1.0,500.0,185.0,500.0,315.0,,,8,51-65
1088,,07:00:00,6,Male,56.0,Clothing,1.0,500.0,155.0,500.0,345.0,,,7,51-65
975,2023-09-01,07:41:00,145,Female,56.0,Clothing,4.0,50.0,19.5,200.0,122.0,9.0,Friday,7,51-65
1975,,10:48:00,63,Female,56.0,Clothing,4.0,50.0,25.5,200.0,98.0,,,10,51-65
553,,06:17:00,106,Male,24.0,Clothing,4.0,300.0,81.0,1200.0,876.0,,,6,18-25
1553,,08:46:00,42,Male,24.0,Clothing,4.0,300.0,99.0,1200.0,804.0,,,8,18-25
462,,10:04:00,71,Male,63.0,Electronics,4.0,300.0,132.0,1200.0,672.0,,,10,51-65
614,,06:28:00,61,Female,39.0,Beauty,4.0,300.0,120.0,1200.0,720.0,,,6,36-50
808,,07:18:00,30,Male,33.0,Beauty,4.0,500.0,195.0,2000.0,1220.0,,,7,26-35
1462,,10:42:00,124,Male,63.0,Electronics,4.0,300.0,114.0,1200.0,744.0,,,10,51-65
1614,,11:37:00,135,Female,39.0,Beauty,4.0,300.0,105.0,1200.0,780.0,,,11,36-50
1808,2023-12-02,10:48:00,109,Male,33.0,Beauty,4.0,500.0,210.0,2000.0,1160.0,12.0,Saturday,10,26-35
166,,11:42:00,32,Male,34.0,Clothing,4.0,500.0,225.0,2000.0,1100.0,,,11,26-35
465,,11:52:00,40,Female,43.0,Electronics,3.0,50.0,15.5,150.0,103.5,,,11,36-50
502,,11:00:00,31,Male,43.0,Electronics,3.0,50.0,22.5,150.0,82.5,,,11,36-50
905,2023-01-10,06:27:00,96,Male,58.0,Beauty,1.0,300.0,111.0,300.0,189.0,1.0,Tuesday,6,51-65
1166,,07:45:00,65,Male,34.0,Clothing,4.0,500.0,245.0,2000.0,1020.0,,,7,26-35
1465,,09:36:00,131,Female,43.0,Electronics,3.0,50.0,26.0,150.0,72.0,,,9,36-50
1502,2023-08-04,08:30:00,152,Male,43.0,Electronics,3.0,50.0,18.0,150.0,96.0,8.0,Friday,8,36-50
1905,,06:07:00,26,Male,58.0,Beauty,1.0,300.0,102.0,300.0,198.0,,,6,51-65
280,,09:35:00,76,Female,37.0,Clothing,3.0,500.0,240.0,1500.0,780.0,,,9,36-50
719,2023-02-07,07:19:00,37,Female,42.0,Clothing,2.0,30.0,12.0,60.0,36.0,2.0,Tuesday,7,36-50
834,,06:55:00,13,Female,56.0,Beauty,2.0,30.0,14.7,60.0,30.6,,,6,51-65
1280,,09:15:00,116,Female,37.0,Clothing,3.0,500.0,255.0,1500.0,735.0,,,9,36-50
1719,,07:29:00,4,Female,42.0,Clothing,2.0,30.0,10.8,60.0,38.4,,,7,36-50
1834,,06:53:00,102,Female,56.0,Beauty,2.0,30.0,12.9,60.0,34.2,,,6,51-65
891,2023-09-01,06:43:00,24,Male,41.0,Electronics,3.0,300.0,99.0,900.0,603.0,9.0,Friday,6,36-50
